Origen,Destino,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
,Aguascalientes,728,787,935,1289,1422,1349,1275,1271,1095,1087,1084,809,708,696,653,537,565,276,279,313,296,301,359,521,622,667,525,603
,Cancún,296,256,20,8,43,57,112,193,62,53,240,540,310,392,664,506,27,0,0,0,0,76,119,70,79,126,119,171
,Chetumal,0,59,0,0,0,0,229,187,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chihuahua,367,415,365,364,683,729,713,686,359,367,367,247,352,672,503,262,103,4,2,2,2,31,87,80,207,169,174,322
,Ciudad Juárez,0,306,365,358,300,305,307,280,16,319,355,341,321,484,464,866,700,385,363,361,355,379,461,475,535,298,214,448
,Ciudad Obregón,366,362,365,365,271,0,0,0,0,0,0,0,0,0,1,392,160,0,0,0,0,22,114,118,109,105,104,191
,Ciudad Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Colima,361,362,360,365,366,365,435,576,622,464,465,280,338,336,682,865,305,0,0,0,87,186,210,253,305,267,250,268
,Cuernavaca,0,0,328,405,435,734,736,703,796,1052,1080,437,307,28,344,950,220,0,40,151,98,20,0,0,0,0,0,0
,Culiacán,1428,1452,1790,1993,1592,1677,1942,2020,1828,1879,1495,966,1003,1565,1661,2424,1895,1417,1507,1383,1398,1821,1953,1895,2135,2061,2541,2662
,Durango,525,723,724,684,684,728,710,723,728,646,292,223,293,393,280,448,206,139,112,119,92,60,65,191,380,309,304,474
,Guadalajara,4291,5031,6810,6869,6457,5796,5918,6295,5483,6069,5338,5094,5210,5293,5731,8630,4510,3646,4004,3417,3783,3962,4000,4059,5286,5485,5580,5103
,Guerrero Negro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,Hermosillo,986,726,1441,1638,1374,1102,1357,1382,1622,2623,1647,1281,1273,1282,1929,1808,1396,1497,1498,1568,1532,1661,1412,1288,1568,915,1074,873
,Huatulco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,104
,La Paz,697,726,964,799,762,734,720,723,731,718,712,636,712,728,683,1478,914,409,629,399,420,403,459,578,613,679,717,815
,Lagos de Moreno,0,364,355,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,León,530,956,1484,959,952,872,1172,1223,1448,1684,1756,1430,1411,1338,1506,1469,1266,816,713,553,624,877,978,1285,1365,1470,1908,1929
,Loreto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,130,157,176,240,318
,Los Mochis,609,354,504,428,519,464,399,370,365,346,293,197,301,290,562,927,357,347,309,181,150,173,233,223,266,300,313,375
,Manzanillo,0,0,0,171,354,365,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,44,0,0,0,0,0
,Mazatlán,1061,734,729,724,733,729,711,727,736,734,729,512,670,723,485,693,571,238,224,220,243,231,247,289,379,388,369,465
,Mérida,0,0,0,0,0,0,39,358,358,357,330,305,298,290,351,415,60,0,0,0,0,0,8,22,0,0,0,90
,Mexicali,102,5,2,3,0,1,1,3,244,2,1,2,0,1,1,0,0,1,0,1,0,0,2,0,0,1,0,0
,México,7354,9327,11751,10508,10503,9969,11305,12619,10517,9859,8586,9602,10001,11330,9744,8891,5319,4230,4107,3782,4448,5053,4818,5312,6278,6571,6452,6962
,Monclova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Monterrey,551,728,778,857,1167,1893,1687,1530,1146,1112,1084,1154,1224,1880,1264,1364,676,697,606,520,445,493,462,641,1165,1324,1460,1435
,Morelia,4,506,907,850,946,854,1072,1005,1088,1533,1470,1226,1266,1322,1668,1598,1327,775,689,642,611,665,590,643,724,983,837,1127
,Nogales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
,Oaxaca,95,0,0,0,0,47,52,372,720,574,400,1041,1357,1015,1085,1190,384,205,205,238,237,264,300,374,302,358,380,469
,Puebla,363,363,428,379,363,365,350,402,358,364,365,245,346,384,385,748,847,382,384,367,338,293,273,270,285,332,356,386
,Puerto Vallarta,397,258,21,19,39,106,110,121,113,134,137,104,116,94,125,116,176,229,236,243,251,248,228,297,338,410,395,409
,Querétaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,518,70,0,0,0,22,107,107,131,184,165,157,184
,Reynosa,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Saltillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,0,0,0,0
,San José Del Cabo,2,1,14,1,0,1,0,0,1,0,0,2,0,0,0,338,273,219,236,266,298,285,286,303,445,427,413,538
,San Luis Potosí,0,0,12,251,366,365,13,0,220,9,0,5,0,0,1,1,28,37,1,2,3,12,64,70,68,94,106,128
,Tampico,0,0,0,0,0,0,342,359,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tapachula,0,0,0,0,0,0,0,159,0,0,49,63,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,19
,Tepic,725,694,717,696,970,877,632,640,619,378,365,245,345,326,378,535,303,0,0,0,23,179,213,234,315,339,366,387
,Toluca,0,0,0,0,0,0,0,0,0,0,0,210,0,0,830,1557,1499,1298,1075,477,55,133,17,0,15,114,40,0
,Torreón,347,696,726,379,364,363,351,354,356,340,286,191,288,273,137,262,83,0,0,0,1,2,1,73,113,88,105,117
,Tuxtla Gutiérrez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,84,5,0,0,21,103
,Uruapan,0,0,0,0,0,126,334,413,0,103,347,361,376,609,720,712,639,418,426,382,397,389,329,367,432,489,520,514
,Veracruz,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,140,55,0,0,0,0,23,105,105,105,91,105,104
,Zacatecas,640,1077,1667,1328,1128,1013,997,852,603,740,384,379,365,685,1041,489,474,361,391,353,295,272,250,285,286,297,315,429
,Zihuatanejo,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,104
Toluca,,2,305,27,3,1,12,0,10,10,576,310,419,42,405,11554,16348,19940,12961,10109,7155,4216,6177,4095,5053,5262,5542,4430,3417
,Acapulco,0,59,0,1,0,1,0,1,0,1,0,0,0,0,550,612,975,713,457,569,571,617,589,548,195,314,321,348
,Aguascalientes,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,150,240,1,1,0,3,11,5,2,3,13,3,0
,Campeche,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,90,0,0,0,0,0,0,0,0,0,0,0
,Cancún,0,0,1,0,0,0,0,0,0,3,0,0,0,123,1697,2237,2651,1981,2132,1502,973,1426,913,923,494,390,350,463
,Celaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0
,Chetumal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0
,Chihuahua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,619,737,1024,519,1,4,4,1,1,3,9,0,0
,Ciudad del Carmen,0,0,0,0,0,0,0,0,0,0,0,15,0,0,297,378,209,0,0,0,0,0,0,0,46,0,0,0
,Ciudad Juárez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,578,873,3,0,0,6,5,0,2,6,4,3,0
,Ciudad Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,2,0,0,0
,Colima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,7,248,41,0,0
,Cozumel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
,Culiacán,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,285,396,355,309,32,0,0,0,0,0,1,0,0
,Durango,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,2,0,0,0,2,0,1,0
,Guadalajara,0,217,0,0,0,0,0,2,0,39,9,26,22,99,2296,2195,1958,1398,1348,1547,491,832,410,828,738,1188,1003,343
,Hermosillo,0,0,0,0,0,0,0,0,0,2,0,1,0,25,205,719,724,490,121,4,54,60,4,5,6,4,0,0
,Huatulco,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,169,49,28,0,1,0,0,0,17,0,0,15
,Jalapa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,La Paz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,309,158,1,0,5,0,0,0,1,1,0
,León,0,0,0,1,0,0,0,0,0,9,22,156,0,0,7,199,141,0,0,0,1,8,3,2,0,0,0,0
,Loreto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Los Mochis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
,Manzanillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Matamoros,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0
,Mazatlán,0,0,0,0,0,0,0,1,2,1,0,0,0,8,0,3,44,211,18,1,6,8,1,0,2,0,0,0
,Mérida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,559,1029,830,620,182,2,1,0,0,1,17,14,0
,Mexicali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,386,228,38,0,0,0,0,0,0,1,0,0
,México,1,0,1,0,0,4,0,1,0,238,90,1,0,7,4,1,2,4,34,17,105,53,2,1,4,6,0,0
,Minatitlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
,Monclova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,1,0,0,0
,Monterrey,0,1,1,0,0,7,0,0,0,281,182,5,6,131,3203,2614,2791,2373,1908,1594,735,1415,970,1298,1577,1913,1648,1598
,Morelia,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0
,Nuevo Laredo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Oaxaca,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,7,0,0,1,5,4,55,208,8,10,0
,Piedras Negras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0
,Puebla,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,14,0,0,1,7,5,11,5,9,8,7,0
,Puerto Escondido,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,Puerto Vallarta,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,247,843,530,406,427,401,401,385,355,355,371,386,359
,Querétaro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2,2,11,2,0,5,1,0,0
,Reynosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,1,0,0
,Saltillo,0,0,0,0,1,0,0,4,5,1,0,0,1,0,2,1,8,9,0,4,16,28,24,6,12,36,0,0
,San José Del Cabo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,189,863,1127,688,510,390,384,373,342,374,432,462,397,243
,San Luis Potosí,0,23,0,0,0,0,0,0,0,0,0,1,2,0,4,2,105,4,4,2,2,3,2,3,0,2,5,0
,Tampico,0,0,1,0,0,0,0,0,0,0,0,0,0,0,511,559,405,0,0,0,1,55,0,0,0,0,1,0
,Tapachula,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,1,0,1,0,5,1,2,0
,Tepic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,85,355,38,2,0
,Tijuana,0,0,0,0,0,0,0,0,0,0,0,208,0,3,909,1578,1486,1301,1085,481,57,136,14,0,16,114,41,0
,Torreón,0,0,2,0,0,0,0,0,0,0,4,2,3,3,1,0,158,2,3,3,4,2,5,2,7,3,6,0
,Tuxtla Gutiérrez,0,1,0,0,0,0,0,0,0,0,0,1,1,0,303,401,484,1,0,1,2,0,5,181,203,233,10,0
,Uruapan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0
,Veracruz,0,0,0,0,0,0,0,0,0,0,0,2,1,0,575,596,413,0,0,1,0,256,1,23,223,26,2,0
,Villahermosa,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,322,438,2,22,1,5,76,7,1,3,217,175,0
,Zacatecas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,2,1,1,1,0,0,2,0,0
,Zihuatanejo,0,0,20,0,0,0,0,0,0,0,1,0,0,1,166,368,515,448,319,384,359,371,381,343,79,111,35,48
Torreón,,6341,8754,12004,13266,9456,9371,9953,9709,8376,8236,7867,6487,6747,6099,5783,7508,6157,3712,2869,2406,2515,3046,3456,3588,4290,3550,4069,3731
,Acapulco,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,3,1,0,0,1
,Aguascalientes,0,0,0,186,0,0,0,0,0,0,0,2,1,3,1,1,2,0,1,0,3,2,4,12,4,2,2,0
,Cancún,37,26,34,5,5,6,4,18,9,9,12,14,0,7,0,47,1,7,7,5,7,76,78,0,0,0,61,116
,Celaya,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chihuahua,408,437,1010,1712,1569,1611,1480,1186,953,970,923,631,706,664,594,1054,1049,747,426,366,364,365,364,356,375,29,1,0
,Ciudad Juárez,526,757,723,1119,634,720,692,683,631,664,420,275,370,350,317,626,301,1,1,0,1,1,0,1,90,196,289,230
,Ciudad Obregón,0,174,47,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
,Ciudad Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Colima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Cuernavaca,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
,Culiacán,335,699,866,557,341,361,353,321,341,364,358,360,269,2,4,0,0,0,3,0,2,1,16,0,2,0,1,0
,Durango,1056,1317,1374,1300,1254,1119,1517,1099,827,805,922,606,881,682,379,330,290,2,2,0,2,1,3,0,0,2,0,0
,Guadalajara,529,725,736,2018,1619,1650,1479,1384,1243,1301,1179,809,915,937,906,1727,1310,713,376,315,317,349,432,370,418,277,291,339
,Hermosillo,0,174,47,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,4,7,39,181,0
,Huatulco,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,León,0,0,109,664,0,1,0,95,5,7,2,2,1,0,0,0,1,1,2,0,1,6,0,0,86,22,3,1
,Los Mochis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,3,0
,Manzanillo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0
,Matamoros,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,0
,Mazatlán,58,341,665,584,406,393,377,351,365,390,388,380,343,371,362,53,68,1,1,1,1,1,1,0,38,1,0,0
,México,1364,1406,1422,1173,1057,1082,1637,1705,1710,1703,1876,1841,1927,1832,2220,2735,2330,2215,2008,1690,1773,2188,2422,2526,3000,2545,2796,2684
,Monclova,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
,Monterrey,1679,1940,3365,2494,2193,2064,2060,2332,1892,1657,1488,1286,1041,951,836,658,532,11,23,9,24,24,91,203,110,137,18,5
,Morelia,0,0,0,0,0,0,0,0,6,3,0,2,3,2,2,3,2,4,3,5,3,2,2,2,3,1,1,0
,Nuevo Laredo,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
,Oaxaca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,1,2,0
,Pachuca,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,1,0,2,0,1,1,1,0,0,0,0,0
,Piedras Negras,0,0,0,0,0,0,0,162,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Poza Rica,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Puebla,0,0,0,60,0,0,0,0,0,2,0,1,2,1,0,0,2,1,1,2,0,1,1,1,1,3,1,0
,Puerto Vallarta,0,15,12,80,0,0,0,12,2,10,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
,Querétaro,0,0,108,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,3,3,1,9,3,8,28,196,296,235
,Reynosa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0
,Saltillo,1,12,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,3,0,4,0
,San José Del Cabo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,San Luis Potosí,0,0,137,289,0,0,0,0,0,0,2,2,1,1,2,5,4,2,2,3,3,1,1,1,0,0,2,0
,Tampico,0,1,430,411,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
,Tapachula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
,Tepic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0
,Tijuana,347,728,695,380,364,360,351,357,359,343,288,265,281,286,154,260,98,0,0,0,1,1,0,73,112,88,105,117
,Toluca,0,0,3,0,0,0,0,0,1,0,4,2,1,0,1,1,160,1,4,2,4,3,6,4,5,3,9,1
,Torreón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Tuxtla Gutiérrez,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,1,2,1,1,2,1,0,0,0,0
,Veracruz,0,1,220,233,0,0,0,0,0,0,0,1,1,4,2,2,1,1,1,0,0,2,4,1,2,0,1,1
,Villahermosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,Zacatecas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
,Zihuatanejo,1,0,0,1,1,3,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuxtla Gutiérrez,,4249,5148,5958,4756,5414,6153,4917,8061,7460,6161,5051,5328,5434,5264,4483,5105,5654,4425,3745,3930,4294,4607,4980,5373,6320,7111,6067,5908
,Acapulco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,3,6,1,1,1,0,0
,Aguascalientes,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,1,8,1,0,0,0,0,0,0,0,0
,Campeche,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cancún,158,181,148,270,425,512,430,433,348,260,303,361,432,334,167,107,2,3,0,0,110,167,167,244,373,570,534,493
,Ciudad del Carmen,0,0,0,0,0,10,52,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ciudad Juárez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
,Cozumel,0,0,0,0,0,0,0,0,0,0,0,59,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cuernavaca,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Culiacán,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
,Guadalajara,0,0,1,0,0,0,0,0,0,0,0,2,4,1,3,198,123,297,180,125,165,230,300,288,332,369,442,492
,Huatulco,0,0,0,0,0,0,0,215,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Ixtepec,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,León,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
,Manzanillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
,Mazatlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Mérida,158,364,1080,325,570,705,683,1030,1114,742,347,361,369,461,1,271,455,184,178,1,1,0,0,98,262,613,182,151
,México,2201,2722,2938,2511,2799,2782,1769,3103,3043,3001,3271,3508,3446,3293,3542,3566,3992,3634,3105,3579,3690,3800,3957,4172,4564,4403,4151,4220
,Minatitlán,0,0,0,0,0,0,17,72,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,2,0,0
,Monterrey,0,109,0,0,0,0,0,0,0,0,0,1,2,3,0,1,37,0,87,155,193,231,224,371,385,373,334,345
,Morelia,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,3,2,1,0,1,1,2,1,1,0,0,1
,Oaxaca,670,684,705,655,496,729,681,876,719,526,427,308,377,356,75,77,272,294,178,61,105,81,22,0,123,461,138,0
,Pachuca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,Palenque,0,0,0,0,107,157,80,169,313,199,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,1,87,0
,Puebla,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,44,167,0,1,1,0,0,0,0,1,2,137,102
,Puerto Vallarta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Querétaro,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,4,4,2,0,0,0
,San Cristóbal de las Casas,0,0,0,0,0,21,39,87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,San Luis Potosí,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,2,1,2,1,0,0,0,0,0,0
,Tampico,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
,Tapachula,352,359,363,363,364,415,446,1071,761,589,398,344,345,351,381,356,14,1,0,0,0,26,94,1,1,2,1,0
,Tijuana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,84,5,0,0,21,103
,Toluca,0,1,1,0,0,0,0,0,0,0,0,1,0,0,303,401,483,1,1,1,6,3,9,181,203,232,9,1
,Torreón,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,2,1,2,0,5,1,1,0,0,0,0
,Veracruz,0,1,1,0,0,118,95,346,304,214,1,0,2,1,3,3,2,0,0,1,1,2,3,2,2,2,0,0
,Villahermosa,709,726,721,632,653,704,625,638,740,540,303,370,370,458,0,73,98,0,2,0,7,28,105,0,70,79,31,0
,Zacatecas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Uruapan,,1945,1629,1195,1313,1360,1739,2241,2773,1404,1435,1225,1011,901,1227,1529,1055,805,419,417,383,397,390,335,367,432,498,520,510
,Acapulco,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aguascalientes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Apatzingán,232,14,18,7,52,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Celaya,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ciudad Victoria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Culiacán,0,0,0,0,0,99,202,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Guadalajara,537,396,240,277,127,24,155,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
,Hermosillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
,Huetamo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lázaro Cárdenas,706,874,457,517,411,616,584,553,570,550,206,31,0,0,0,39,47,0,0,0,0,0,0,0,0,0,0,0
,León,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
,Matamoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Mazatlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,México,289,155,139,84,338,439,569,641,362,352,337,305,210,302,215,81,49,0,0,0,0,0,0,0,0,0,0,0
,Monterrey,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Morelia,168,96,283,364,423,361,358,360,361,346,336,427,315,307,301,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oaxaca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
,Puebla,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
,Puerto Vallarta,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,Querétaro,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Reynosa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,San Luis Potosí,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
,Tepic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
,Tijuana,0,0,0,0,0,123,357,540,0,95,337,248,376,618,990,935,709,419,417,382,397,389,329,367,430,484,511,510
